Place overall,Place gender,Place category,Name,Club,Runner no,Category,HALF,FINISH,,year
3501,269,183,"» Murtagh, Sinead (GBR)",Newcastle...,25618,18-39,01:34:46,03:12:06,,2016
3503,270,184,"» Mc Nulty, Lorraine (GBR)",,25243,18-39,01:36:38,03:12:06,,2016
274,270,205,"» Watt, Daniel (GBR)",Tonbridg...,1244,18-39,01:14:03,02:39:21,,2016
3507,271,185,"» Hallside, Katy (GBR)",Airdrie Ha...,447,18-39,01:31:26,03:12:08,,2016
275,271,206,"» McWilliams, Nairn (GBR)",St Albans...,733,18-39,01:17:43,02:39:22,,2016
3512,272,46,"» Goodier, Joanne (GBR)",Doncaster ...,29905,40-44,01:36:13,03:12:11,,2016
276,272,207,"» Smith, Matty (GBR)",Scunthorp...,1347,18-39,01:18:54,02:39:22,,2016
277,273,20,"» Labbaci, Jacques (FRA)",,31847,45-49,01:18:07,02:39:23,,2016
3533,273,47,"» Majeed, Theresa (USA)",,28696,40-44,01:32:15,03:12:19,,2016
278,274,208,"» Musson, thomas (GBR)",Werringto...,31767,18-39,01:19:28,02:39:25,,2016
3534,274,186,"» Ryall, Linsey (GBR)",Marshall ...,383,18-39,01:35:11,03:12:20,,2016
279,275,42,"» Hurford, Matthew (GBR)",Les Crou...,1238,40-44,01:18:34,02:39:26,,2016
3540,275,30,"» Stanley, Mairi (GBR)",Garscube...,27054,45-49,01:34:08,03:12:21,,2016
280,276,43,"» Barrett, Simon (GBR)",Serpenti...,908,40-44,01:19:07,02:39:27,,2016
3544,276,187,"» Southcott, Helen (GBR)",Maiden N...,319,18-39,01:34:11,03:12:23,,2016
3549,277,188,"» Fitzpatrick, Anne (GBR)",,25601,18-39,01:34:04,03:12:26,,2016
281,277,209,"» Martin, Phil (GBR)",Bushfield...,1349,18-39,01:18:34,02:39:28,,2016
282,278,210,"» Brian, Andrew (GBR)",,31664,18-39,01:18:48,02:39:28,,2016
3573,278,10,"» Ritchie, Hilary (GBR)",Fife Athle...,265,50-54,01:35:40,03:12:34,,2016
3575,279,189,"» Kronisch, Caroline (GER)",,27290,18-39,01:38:37,03:12:34,,2016
283,279,6,"» MAIORANO, GIANLUCA (ITA)",,57828,50-54,01:18:08,02:39:29,,2016
3577,280,190,"» Marvin, Emma (GBR)",Desford St...,562,18-39,01:34:00,03:12:35,,2016
284,280,211,"» Stephenson, Tom (GBR)",London H...,728,18-39,01:19:02,02:39:32,,2016
3578,281,48,"» Baker, Lucy (GBR)",stroud and di...,368,40-44,01:36:20,03:12:35,,2016
285,281,21,"» Ibáñez, Jacobo (ESP)",Egdon He...,1303,45-49,01:19:22,02:39:35,,2016
286,282,212,"» Gundersen, Eirik (NOR)",,58814,18-39,01:18:49,02:39:36,,2016
3583,282,191,"» King, Alexa (GBR)",Hart Ro...,529,18-39,01:35:00,03:12:38,,2016
3584,283,49,"» Brown, Nicola (GBR)",Holmfirth ...,243,40-44,01:31:55,03:12:39,,2016
287,283,213,"» Courtney, Simon (GBR)",Stadium ...,867,18-39,01:19:06,02:39:36,,2016
3595,284,192,"» Barnett, Kelly (GBR)",Wellingborough...,488,18-39,01:36:17,03:12:42,,2016
288,284,214,"» Other, Thomas (GBR)",,31855,18-39,01:18:19,02:39:37,,2016
289,285,215,"» Logan, Colin (GBR)",Central Ath...,21005,18-39,01:20:06,02:39:40,,2016
3597,285,50,"» Watson, Diane (GBR)",City of ...,28249,40-44,01:33:44,03:12:42,,2016
3598,286,193,"» Kay, Emma (GBR)",Victoria P...,506,18-39,01:36:13,03:12:42,,2016
290,286,216,"» Webber, Daniel (GBR)",Marshall ...,31860,18-39,01:17:39,02:39:41,,2016
291,287,217,"» Finke, Axel (GBR)",Cambridge...,31775,18-39,01:19:52,02:39:41,,2016
3615,287,194,"» Owen, Lucy (GBR)",Ravens C...,451,18-39,01:29:57,03:12:48,,2016
3618,288,195,"» Magdalenoka-Keen, Liga (LAT)",Chapel Al...,26992,18-39,01:34:38,03:12:50,,2016
292,288,218,"» Shanks, Stephen (GBR)",Victoria P...,820,18-39,01:19:22,02:39:42,,2016
294,289,219,"» Harris, Ian (GBR)",3m Gors...,1326,18-39,01:19:25,02:39:45,,2016
3620,289,196,"» Valencia Torres, Lourdes (MEX)",,27482,18-39,01:37:45,03:12:51,,2016
3628,290,197,"» McGill, Alison (SCO)",Fife Athle...,21619,18-39,01:29:07,03:12:54,,2016
295,290,220,"» Stratford, Matthew (GBR)",Redhill R...,683,18-39,01:17:58,02:39:46,,2016
3630,291,198,"» Ludlow Taylor, Samantha (GBR)",Serpentine,501,18-39,01:26:38,03:12:55,,2016
296,291,221,"» Stockdale, Peter (GBR)",UKnetru...,31732,18-39,01:19:07,02:39:47,,2016
297,292,222,"» Baker, Kevin (IRL)",,58400,18-39,01:16:50,02:39:47,,2016
3650,292,51,"» Henry, Amanda (GBR)",Colcheste...,405,40-44,01:31:14,03:13:03,,2016
298,293,223,"» Birt, George (GBR)",Hermitage...,1250,18-39,01:17:04,02:39:48,,2016
3653,293,199,"» Harrison, Claire (GBR)",Bourton ...,203,18-39,01:33:35,03:13:04,,2016
3662,294,200,"» Barbour, Laura (GBR)",West 4 H...,26701,18-39,01:37:07,03:13:07,,2016
299,294,44,"» Gould, Richard (GBR)",Alchester...,1154,40-44,01:18:49,02:39:48,,2016
301,295,224,"» Blake, Stephen (GBR)",Woking AC,976,18-39,01:17:38,02:39:49,,2016
3680,295,201,"» Goodall, Charlotte (IRL)",Headingt...,27076,18-39,01:36:57,03:13:15,,2016
302,296,225,"» Myatt, Simon (GBR)",Trentha...,927,18-39,01:17:38,02:39:50,,2016
3682,296,202,"» Simpson, Katie (GBR)",,26513,18-39,01:36:54,03:13:17,,2016
3684,297,52,"» Hunter, Marlene (GBR)",Springbur...,571,40-44,01:36:00,03:13:17,,2016
303,297,1,"» Zalokar, Fred (USA)",,57536,55-59,01:18:02,02:39:50,,2016
3687,298,31,"» Aspin, Kath (GBR)",New Mars...,272,45-49,01:35:12,03:13:18,,2016
304,298,226,"» Hamilton, Andy (GBR)",South Lo...,1260,18-39,01:14:51,02:39:51,,2016
3689,299,203,"» Lownie, Kristin (GBR)",Carnegie ...,231,18-39,01:30:30,03:13:18,,2016
305,299,227,"» Trott, Michael (GBR)",Hermitage...,31754,18-39,01:18:42,02:39:53,,2016
3722,300,32,"» Ragnvaldsen, Monica Jakobsen (NOR)",,58874,45-49,01:35:54,03:13:31,,2016
306,300,228,"» Trevelyan, Jack (GBR)",Highland H...,20842,18-39,01:18:56,02:39:54,,2016
3727,301,33,"» Banner, Andrea (GBR)",Elswick H...,38262,45-49,01:36:15,03:13:33,,2016
307,301,22,"» Georgiev, Georgi (BUL)",South Lo...,893,45-49,01:16:28,02:39:56,,2016
308,302,229,"» Scudder, John (USA)",Serpentine,697,18-39,01:20:34,02:39:57,,2016
3729,302,204,"» Smith, Angharad (GBR)",London Cit...,28444,18-39,01:34:59,03:13:33,,2016
3744,303,205,"» Brine, Laura (GBR)",Leighton B...,26869,18-39,01:36:27,03:13:37,,2016
309,303,230,"» Gregory, Michael (GBR)",Stubbing...,31414,18-39,01:19:57,02:40:01,,2016
3752,304,53,"» Hay, Carolyn (GBR)",Redhill R...,236,40-44,01:34:27,03:13:39,,2016
310,304,231,"» Holmes, Benjamin (GBR)",,30276,18-39,01:22:12,02:40:02,,2016
3755,305,206,"» Barnett, Gemma Louise (GBR)",Vale Roy...,174,18-39,01:34:10,03:13:40,,2016
311,305,232,"» TAYLOR, Karl (GBR)",Morpeth ...,1080,18-39,01:17:28,02:40:11,,2016
312,306,233,"» Buckle, Stephen (GBR)",St Albans...,1109,18-39,01:19:44,02:40:12,,2016
3757,306,207,"» Green, Jen (GBR)",London F...,402,18-39,01:34:36,03:13:41,,2016
3763,307,208,"» Kelsey, Megan (USA)",,26607,18-39,01:36:29,03:13:44,,2016
313,307,234,"» Kerr, Andrew (GBR)",North Wal...,31716,18-39,01:17:57,02:40:13,,2016
314,308,45,"» Gray, Mark (GBR)",Steel City...,790,40-44,01:19:49,02:40:15,,2016
3765,308,11,"» Worster, Janet (GBR)",Serpentine,298,50-54,01:33:04,03:13:44,,2016
315,309,235,"» Bowers, Oliver (GBR)",The Strag...,31905,18-39,01:19:05,02:40:16,,2016
3779,309,54,"» Davies, Nina (GBR)",Bridgend A...,28766,40-44,01:35:33,03:13:49,,2016
316,310,236,"» Brobin, Christopher (GBR)",Stubbing...,1173,18-39,01:17:56,02:40:18,,2016
3783,310,209,"» Latham, Katie (GBR)",South Che...,29182,18-39,01:35:21,03:13:51,,2016
3786,311,210,"» Bhangal, Natalie (GBR)",Leaming...,277,18-39,01:31:02,03:13:52,,2016
317,311,237,"» Swan, Richard (GBR)",Ranelagh ...,838,18-39,01:15:38,02:40:18,,2016
318,312,238,"» Donald, James (GBR)",Team Bath...,875,18-39,01:17:44,02:40:22,,2016
3792,312,12,"» Verity, Rowena (GBR)",BO...,361,50-54,01:32:52,03:13:55,,2016
319,313,239,"» Costa, Fredison (USA)",,1372,18-39,01:13:45,02:40:27,,2016
3796,313,211,"» Ruthven, Isabel (GBR)",,26023,18-39,01:37:21,03:13:56,,2016
3797,314,34,"» Hales, Laura (GBR)",Woking Ac,261,45-49,01:33:17,03:13:57,,2016
320,314,240,"» Hayton, Billy (GBR)",Pontypri...,31875,18-39,01:17:51,02:40:28,,2016
3804,315,212,"» Baker, Natasha (GBR)",Marshall ...,27711,18-39,01:37:17,03:14:00,,2016
321,315,241,"» Neill, Kenneth (GBR)",Ayr Seafor...,898,18-39,01:18:46,02:40:28,,2016
322,316,23,"» Ratcliffe, Jonathan (GBR)",Herne Hill...,815,45-49,01:18:12,02:40:28,,2016
3809,316,213,"» Robinson, Jenny (GBR)",Garden C...,597,18-39,01:32:41,03:14:04,,2016
3811,317,13,"» Scully, Teresa (GBR)",Orion Har...,464,50-54,01:32:03,03:14:04,,2016
323,317,242,"» Whatmough, Allan (GBR)",London ...,31137,18-39,01:18:30,02:40:29,,2016
325,318,243,"» PICOT, JULIEN (FRA)",,58339,18-39,01:21:05,02:40:36,,2016
3814,318,214,"» Richardson, Sarah Ann (GBR)",Beckenha...,20016,18-39,01:36:54,03:14:05,,2016
3815,319,215,"» Partington, Olivia (GBR)",Clapham ...,323,18-39,01:36:01,03:14:05,,2016
326,319,244,"» Unwin, Freddie (GBR)",,31431,18-39,01:18:59,02:40:36,,2016
327,320,245,"» Sargent, Paul (GBR)",Burgess H...,31879,18-39,01:16:56,02:40:37,,2016
3827,320,216,"» Walsh, Sorrell (GBR)",Run De...,624,18-39,01:30:23,03:14:09,,2016
328,321,46,"» Bailey, Anthony (GBR)",Cheltenha...,1228,40-44,01:17:23,02:40:37,,2016
3830,321,217,"» Siruffo, Cecilia (ESP)",Guildford...,342,18-39,01:33:24,03:14:11,,2016
329,322,246,"» Griffin, Derek (IRL)",London Cit...,818,18-39,01:18:31,02:40:38,,2016
3840,322,218,"» shewbridge, laura (GBR)",Colchester ...,21716,18-39,01:37:31,03:14:15,,2016
3841,323,55,"» Dewynter, Alison (GBR)",Royal Navy,519,40-44,01:34:43,03:14:15,,2016
330,323,47,"» Westhead, Karl (GBR)",Basingst...,924,40-44,01:18:50,02:40:40,,2016
3845,324,219,"» Berg, Tonje (NOR)",,58835,18-39,01:30:54,03:14:17,,2016
331,324,247,"» Smith, Mark (GBR)",Rothwell H...,983,18-39,01:19:46,02:40:42,,2016
3847,325,56,"» Parker, Asta (ISL)",,28731,40-44,01:36:34,03:14:18,,2016
332,325,48,"» Penn, Marc (GBR)",St Bees ...,31343,40-44,01:21:03,02:40:43,,2016
3853,326,220,"» Greenwell, Davina (GBR)",Hadleigh...,25871,18-39,01:37:06,03:14:21,,2016
333,326,49,"» Skinner, James (GBR)",Stamford ...,31614,40-44,01:18:43,02:40:44,,2016
334,327,248,"» Macdonald, James (GBR)",Cambridge...,30794,18-39,01:19:49,02:40:46,,2016
3859,327,35,"» Patterson, Karen (GBR)",March AC,26859,45-49,01:37:16,03:14:23,,2016
3866,328,221,"» Gush, Laura (GBR)",CLC Stri...,28292,18-39,01:35:49,03:14:26,,2016
335,328,249,"» Mcflynn, Ryan (IRL)",Mickey Mo...,1277,18-39,01:18:22,02:40:52,,2016
336,329,250,"» Dixon-Box, Paul (GBR)",Bournem...,31739,18-39,01:18:19,02:40:54,,2016
3868,329,222,"» Keenlyside, Julia (GBR)",,54619,18-39,01:36:10,03:14:26,,2016
3869,330,223,"» Malone, Tara (IRL)",Enniskill...,29287,18-39,01:36:54,03:14:26,,2016
337,330,251,"» Yates, Gregor (GBR)",,30987,18-39,01:19:51,02:40:55,,2016
3874,331,224,"» de Villiers, Helena (Lientjie) (RSA)",Garden C...,25921,18-39,01:37:04,03:14:28,,2016
338,331,252,"» Dreverman, David (AUS)",,41813,18-39,01:20:30,02:40:58,,2016
3876,332,225,"» Niehaus, Kate (USA)",Oxford Univ...,477,18-39,01:24:04,03:14:28,,2016
339,332,50,"» Oom, Peter (SWE)",Kettering...,1267,40-44,01:18:59,02:41:01,,2016
3877,333,226,"» Partridge, Lucy Jane (GBR)",,41558,18-39,01:38:01,03:14:28,,2016
340,333,24,"» Rogan, Paul (GBR)",Forres Ha...,1001,45-49,01:17:51,02:41:02,,2016
341,334,253,"» Costello, Daniel (GBR)",Hayle Ru...,1124,18-39,01:18:31,02:41:03,,2016
3884,334,57,"» Jennings, Charley (GBR)",,27805,40-44,01:35:34,03:14:32,,2016
343,335,51,"» Crowdell, Peter (GBR)",St Albans...,853,40-44,01:19:44,02:41:05,,2016
3889,335,58,"» Spalton, Mary Grace (USA)",Belgrave ...,524,40-44,01:34:25,03:14:34,,2016
3892,336,227,"» Durrant, Amy (GBR)",South Che...,25735,18-39,01:37:29,03:14:36,,2016
344,336,254,"» Stanesby, Matthew (GBR)",,25398,18-39,01:19:59,02:41:06,,2016
345,337,7,"» Brown, Denis (AUS)",,59557,50-54,01:21:27,02:41:07,,2016
3894,337,228,"» Overington, Sarah (GBR)",Eye Com...,25557,18-39,01:33:41,03:14:37,,2016
346,338,255,"» Ashton, James (GBR)",Norwich...,1026,18-39,01:18:32,02:41:08,,2016
3895,338,229,"» Nicholas, Kate (GBR)",Stamford ...,30469,18-39,01:33:21,03:14:37,,2016
347,339,256,"» Cole, Simon (GBR)",Gog Triat...,996,18-39,01:17:43,02:41:10,,2016
3901,339,230,"» Jenkins, Anna (GBR)",,26761,18-39,01:34:10,03:14:38,,2016
348,340,257,"» Johnson, James (GBR)",Highgate ...,30732,18-39,01:20:19,02:41:11,,2016
3924,340,231,"» Morris, Rosa (GBR)",Serpentin...,270,18-39,01:33:42,03:14:46,,2016
349,341,258,"» England, Marcus (GBR)",Cheltenha...,30866,18-39,01:18:38,02:41:11,,2016
3926,341,14,"» Macpherson, Keren (GBR)",Fife Ac,393,50-54,01:34:41,03:14:48,,2016
3927,342,59,"» Black, sara (GBR)",Highgate ...,28759,40-44,01:35:18,03:14:49,,2016
350,342,259,"» Carlin, Andrew (GBR)",Sale Harr...,751,18-39,01:16:41,02:41:11,,2016
3928,343,60,"» Mcpake, Teresa (GBR)",Worksop ...,28215,40-44,01:34:18,03:14:49,,2016
351,343,260,"» Trickett, Iain (GBR)",,31129,18-39,01:19:55,02:41:12,,2016
3930,344,232,"» Nealon, Victoria (GBR)",Rugby &...,26528,18-39,01:34:34,03:14:49,,2016
352,344,52,"» Taylor, Richard (GBR)",Serpenti...,1215,40-44,01:19:48,02:41:12,,2016
353,345,53,"» Drummond, Connell (GBR)",SA07825,717,40-44,01:18:50,02:41:13,,2016
3932,345,233,"» Visockyte, Ligita (LTU)",Oxford Un...,28557,18-39,01:31:43,03:14:50,,2016
354,346,54,"» Shaw, Simon (GBR)",Ealing Sout...,880,40-44,01:18:41,02:41:15,,2016
3933,346,61,"» Stopforth, Karen (GBR)",,27256,40-44,01:36:02,03:14:51,,2016
3934,347,234,"» Collacott, Laura (GBR)",Southville...,25877,18-39,01:36:54,03:14:51,,2016
355,347,261,"» Holloway, Stuart (GBR)",City Of ...,830,18-39,01:18:14,02:41:19,,2016
3937,348,235,"» Kelly, Sophie (GBR)",,27662,18-39,01:31:18,03:14:52,,2016
356,348,8,"» Kingsbury, Michael (GBR)",Charnwo...,822,50-54,01:19:53,02:41:20,,2016
3951,349,62,"» Gilman, Hannah (GBR)",,27818,40-44,01:38:08,03:14:57,,2016
357,349,262,"» Inglis, Andrew (GBR)",Cambridge...,691,18-39,01:17:59,02:41:20,,2016
358,350,263,"» Anderson, Daniel (GBR)",Hastings...,1306,18-39,01:16:37,02:41:21,,2016
3957,350,36,"» Bartholomew, Jane (GBR)",Sparkhill ...,27870,45-49,01:35:50,03:14:59,,2016
3964,351,63,"» Blizzard, Louise (GBR)",Belgrave ...,212,40-44,01:36:42,03:15:03,,2016
359,351,264,"» Poxton, Chris (GBR)",Harmeny...,31465,18-39,01:20:24,02:41:22,,2016
360,352,265,"» Hammett, Ian (GBR)",Bedford ...,1077,18-39,01:21:22,02:41:24,,2016
3970,352,37,"» SMIROLDO, FRANCESCA (ITA)",,57909,45-49,01:35:45,03:15:04,,2016
361,353,266,"» Brunton, Alex (GBR)",,30995,18-39,01:19:19,02:41:24,,2016
3979,353,64,"» Wright, Soulla (GBR)",,25139,40-44,01:37:18,03:15:08,,2016
3982,354,236,"» Hoare, Rebecca (GBR)",,184,18-39,01:36:18,03:15:10,,2016
362,354,55,"» Summers, Kieron (GBR)",Weston Ath...,741,40-44,01:18:41,02:41:26,,2016
3983,355,237,"» CARBONI, STEFANIA (ITA)",,57756,18-39,01:37:27,03:15:11,,2016
363,355,267,"» Dillon, Max (GBR)",Ampthill & ...,31769,18-39,01:20:20,02:41:26,,2016
3986,356,238,"» French, Jenna (GBR)",Hastings...,27292,18-39,01:37:18,03:15:12,,2016
364,356,268,"» Walker, Alex (GBR)",Sheffield Ha...,32969,18-39,01:19:53,02:41:29,,2016
365,357,269,"» Christie, Ross (GBR)",Gateshea...,1226,18-39,01:16:24,02:41:29,,2016
4001,357,239,"» Jones, Rebecca L (GBR)",,25148,18-39,01:36:14,03:15:19,,2016
4005,358,240,"» Simpson, Stephanie (GBR)",,28238,18-39,01:35:57,03:15:20,,2016
366,358,56,"» Veitch, Paul (GBR)",St Neots ...,854,40-44,01:19:23,02:41:33,,2016
4011,359,38,"» Smith, Helen Claire (GBR)",Vale Roy...,25128,45-49,01:35:45,03:15:26,,2016
367,359,270,"» Triggs, Daniel (GBR)",Neath Ha...,742,18-39,01:19:42,02:41:37,,2016
4018,360,65,"» Reid, Jennifer (GBR)",Campbelto...,27115,40-44,01:37:22,03:15:28,,2016
368,360,57,"» Selby, Ian (GBR)",,31828,40-44,01:19:30,02:41:37,,2016
369,361,58,"» Ives, David Andrew (GBR)",Sevenoa...,653,40-44,01:17:35,02:41:37,,2016
4021,361,241,"» Parsons, Michelle (GBR)",Evesham ...,582,18-39,01:32:33,03:15:29,,2016
370,362,59,"» Scott, Alex (GBR)",Wargrave...,1139,40-44,01:21:09,02:41:38,,2016
4029,362,242,"» Walton, Claire (GBR)",Wallasey...,615,18-39,01:29:54,03:15:31,,2016
4031,363,243,"» Brock, Caroline (GBR)",,27000,18-39,01:37:50,03:15:31,,2016
